cin,type,start,end,success
100116,ib,05/01/2020 14:10:19,05/01/2020 14:33:21,N/A
100116,ib,10/01/2020 11:06:30,10/01/2020 11:26:40,N/A
100116,ib,15/01/2020 14:06:44,15/01/2020 14:34:06,N/A
100116,ib,20/01/2020 17:51:00,20/01/2020 18:08:17,N/A
100116,ib,26/01/2020 17:01:06,26/01/2020 17:16:56,N/A
100116,ib,02/02/2020 12:44:45,02/02/2020 13:03:28,N/A
100116,ib,17/02/2020 09:27:53,17/02/2020 09:37:58,N/A
100116,ib,20/02/2020 14:44:15,20/02/2020 14:51:27,N/A
100116,ib,26/02/2020 19:30:27,26/02/2020 19:47:44,N/A
100116,ib,27/02/2020 14:26:20,27/02/2020 14:42:10,N/A
100116,ib,29/02/2020 11:13:57,29/02/2020 11:57:36,N/A
100116,ib,01/03/2020 10:47:31,01/03/2020 11:16:19,N/A
100116,ib,03/03/2020 11:00:56,03/03/2020 11:13:54,N/A
100116,ib,04/03/2020 18:47:53,04/03/2020 19:16:41,N/A
100116,ib,10/03/2020 10:17:34,10/03/2020 10:20:27,N/A
100116,ib,10/03/2020 16:08:46,10/03/2020 16:31:48,N/A
100116,ib,15/03/2020 11:19:15,15/03/2020 11:40:51,N/A
100116,ib,16/03/2020 11:32:49,16/03/2020 11:52:59,N/A
100116,ib,17/03/2020 11:38:25,17/03/2020 11:58:35,N/A
100116,ib,07/04/2020 12:20:07,07/04/2020 12:31:38,N/A
100116,ib,07/04/2020 16:03:45,07/04/2020 16:23:55,N/A
100116,ib,08/04/2020 14:30:26,08/04/2020 14:52:02,N/A
100116,ib,13/04/2020 10:59:54,13/04/2020 11:05:40,N/A
100116,ib,14/04/2020 15:57:16,14/04/2020 16:15:59,N/A
100116,ib,17/04/2020 11:18:09,17/04/2020 11:35:26,N/A
100116,ib,18/04/2020 09:06:30,18/04/2020 09:29:32,N/A
100116,ib,19/04/2020 20:18:01,19/04/2020 20:29:32,N/A
100116,ib,23/04/2020 19:32:59,23/04/2020 19:48:49,N/A
100116,ib,26/04/2020 12:39:44,26/04/2020 12:58:27,N/A
100116,ib,28/04/2020 14:01:14,28/04/2020 14:09:52,N/A
100116,ib,30/04/2020 10:51:35,30/04/2020 11:16:04,N/A
100116,ib,30/04/2020 11:01:39,30/04/2020 11:24:41,N/A
100116,ib,03/05/2020 10:09:56,03/05/2020 10:17:08,N/A
100116,ib,04/05/2020 14:59:33,04/05/2020 15:24:02,N/A
100116,ib,10/05/2020 15:31:49,10/05/2020 15:39:01,N/A
100116,ib,14/05/2020 14:20:22,14/05/2020 14:31:53,N/A
100116,ib,25/05/2020 17:43:41,25/05/2020 17:59:31,N/A
100116,ib,02/06/2020 17:16:34,02/06/2020 17:43:56,N/A
100116,ib,07/06/2020 12:17:48,07/06/2020 12:30:46,N/A
100116,ib,11/06/2020 09:32:44,11/06/2020 10:00:06,N/A
100116,ib,14/06/2020 10:47:28,14/06/2020 11:09:04,N/A
100116,ib,18/06/2020 19:47:57,18/06/2020 20:05:14,N/A
100116,ib,21/06/2020 14:04:01,21/06/2020 14:08:20,N/A
100116,ib,26/06/2020 11:31:28,26/06/2020 11:41:33,N/A
100116,ib,30/06/2020 14:41:52,30/06/2020 15:02:02,N/A
100116,ib,01/07/2020 13:56:25,01/07/2020 14:22:20,N/A
100116,ib,06/07/2020 14:25:55,06/07/2020 14:47:31,N/A
100116,ib,07/07/2020 10:32:12,07/07/2020 10:59:34,N/A
100116,ib,07/07/2020 13:02:13,07/07/2020 13:03:39,N/A
100116,ib,08/07/2020 11:08:01,08/07/2020 11:25:18,N/A
100116,ib,10/07/2020 11:44:03,10/07/2020 11:51:15,N/A
100116,ib,12/07/2020 09:17:03,12/07/2020 09:24:15,N/A
100116,ib,15/07/2020 19:47:26,15/07/2020 20:10:28,N/A
100116,ib,19/07/2020 17:41:30,19/07/2020 17:44:23,N/A
100116,ib,22/07/2020 10:04:18,22/07/2020 10:30:13,N/A
100116,ib,26/07/2020 13:30:00,26/07/2020 13:44:24,N/A
100116,ib,27/07/2020 11:20:16,27/07/2020 11:33:14,N/A
100116,ib,29/07/2020 12:57:45,29/07/2020 13:26:33,N/A
100116,ib,30/07/2020 16:56:18,30/07/2020 17:06:23,N/A
100116,ib,02/08/2020 14:16:12,02/08/2020 14:43:34,N/A
100116,ib,03/08/2020 10:37:33,03/08/2020 10:47:38,N/A
100116,ib,04/08/2020 10:56:32,04/08/2020 11:02:18,N/A
100116,ib,05/08/2020 11:58:58,05/08/2020 12:06:10,N/A
100116,ib,12/08/2020 09:35:32,12/08/2020 09:54:15,N/A
100116,ib,13/08/2020 20:19:08,13/08/2020 20:30:39,N/A
100116,ib,14/08/2020 11:01:47,14/08/2020 11:10:25,N/A
100116,ib,20/08/2020 12:56:40,20/08/2020 13:18:16,N/A
100116,ib,23/08/2020 14:30:43,23/08/2020 14:48:00,N/A
100116,ib,26/08/2020 10:31:11,26/08/2020 10:51:21,N/A
100116,ib,26/08/2020 17:35:06,26/08/2020 17:50:56,N/A
100116,ib,27/08/2020 09:57:28,27/08/2020 10:00:21,N/A
100116,ib,30/08/2020 16:21:54,30/08/2020 16:39:11,N/A
100116,ib,30/08/2020 17:04:47,30/08/2020 17:19:11,N/A
100117,oc,08/11/2019 14:44:36,08/11/2019 15:14:50,1
100117,oc,11/01/2020 09:38:11,11/01/2020 09:39:37,0
100117,oc,12/01/2020 16:20:46,12/01/2020 17:12:36,1
100117,oc,02/02/2020 11:06:29,02/02/2020 11:28:05,0
100117,oc,10/02/2020 16:55:13,10/02/2020 17:21:08,0
100117,oc,05/04/2020 11:16:22,05/04/2020 11:30:46,1
100117,oc,25/05/2020 14:45:32,25/05/2020 15:38:49,1
100117,oc,15/07/2020 16:31:51,15/07/2020 16:46:15,0
100117,oc,30/07/2020 10:30:08,30/07/2020 11:21:58,0
100117,oc,04/08/2020 18:39:40,04/08/2020 19:27:11,1
100117,ic,13/10/2019 14:24:08,13/10/2019 14:25:34,N/A
100117,ic,05/12/2019 13:01:53,05/12/2019 13:13:24,N/A
100117,ic,23/04/2020 11:48:48,23/04/2020 12:27:41,N/A
100117,ic,27/04/2020 17:12:08,27/04/2020 17:27:58,N/A
100117,ic,06/07/2020 13:07:45,06/07/2020 13:35:07,N/A
100117,ib,08/09/2019 14:06:11,08/09/2019 14:34:59,N/A
100117,ib,12/09/2019 11:30:27,12/09/2019 11:41:58,N/A
100117,ib,15/09/2019 17:14:24,15/09/2019 17:15:50,N/A
100117,ib,16/09/2019 11:38:43,16/09/2019 11:57:26,N/A
100117,ib,17/09/2019 14:49:14,17/09/2019 15:00:45,N/A
100117,ib,22/09/2019 14:21:09,22/09/2019 14:38:26,N/A
100117,ib,29/09/2019 20:27:11,29/09/2019 20:45:54,N/A
100117,ib,07/10/2019 13:47:57,07/10/2019 13:49:23,N/A
100117,ib,10/10/2019 19:17:31,10/10/2019 19:26:09,N/A
100117,ib,14/10/2019 11:00:25,14/10/2019 11:19:08,N/A
100117,ib,14/10/2019 16:31:45,14/10/2019 16:49:02,N/A
100117,ib,15/10/2019 18:14:30,15/10/2019 18:31:47,N/A
100117,ib,27/10/2019 08:38:29,27/10/2019 08:44:15,N/A
100117,ib,02/11/2019 11:03:05,02/11/2019 11:17:29,N/A
100117,ib,02/11/2019 12:42:17,02/11/2019 12:50:55,N/A
100117,ib,04/11/2019 09:49:11,04/11/2019 10:06:28,N/A
100117,ib,05/11/2019 11:21:57,05/11/2019 11:24:50,N/A
100117,ib,07/11/2019 12:43:54,07/11/2019 13:12:42,N/A
100117,ib,10/11/2019 14:22:55,10/11/2019 14:45:57,N/A
100117,ib,13/11/2019 13:11:56,13/11/2019 13:33:32,N/A
100117,ib,15/11/2019 13:40:41,15/11/2019 14:09:29,N/A
100117,ib,19/11/2019 18:25:15,19/11/2019 18:38:13,N/A
100117,ib,23/11/2019 14:21:26,23/11/2019 14:28:38,N/A
100117,ib,25/11/2019 11:33:39,25/11/2019 11:36:32,N/A
100117,ib,28/11/2019 09:03:36,28/11/2019 09:32:24,N/A
100117,ib,30/11/2019 19:57:23,30/11/2019 19:58:49,N/A
100117,ib,01/12/2019 17:14:59,01/12/2019 17:43:47,N/A
100117,ib,02/12/2019 10:28:52,02/12/2019 10:43:16,N/A
100117,ib,04/12/2019 13:43:51,04/12/2019 13:58:15,N/A
100117,ib,04/12/2019 16:40:29,04/12/2019 17:07:51,N/A
100117,ib,04/12/2019 18:23:43,04/12/2019 18:38:07,N/A
100117,ib,05/12/2019 10:17:24,05/12/2019 10:44:46,N/A
100117,ib,08/12/2019 10:33:06,08/12/2019 10:41:44,N/A
100117,ib,10/12/2019 18:15:59,10/12/2019 18:20:18,N/A
100117,ib,15/12/2019 12:44:06,15/12/2019 12:45:32,N/A
100117,ib,19/12/2019 14:47:28,19/12/2019 15:07:38,N/A
100117,ib,22/12/2019 10:50:05,22/12/2019 11:16:00,N/A
100117,ib,23/12/2019 17:18:21,23/12/2019 17:44:16,N/A
100117,ib,26/12/2019 10:33:41,26/12/2019 10:56:43,N/A
100117,ib,29/12/2019 10:10:31,29/12/2019 10:22:02,N/A
100117,ib,29/12/2019 14:31:38,29/12/2019 14:38:50,N/A
100117,ib,01/01/2020 12:48:17,01/01/2020 13:17:05,N/A
100117,ib,04/01/2020 11:34:35,04/01/2020 11:53:18,N/A
100117,ib,05/01/2020 14:10:19,05/01/2020 14:33:21,N/A
100117,ib,10/01/2020 11:06:30,10/01/2020 11:26:40,N/A
100117,ib,15/01/2020 14:06:44,15/01/2020 14:34:06,N/A
100117,ib,20/01/2020 17:51:00,20/01/2020 18:08:17,N/A
100117,ib,26/01/2020 17:01:06,26/01/2020 17:16:56,N/A
100117,ib,02/02/2020 12:44:45,02/02/2020 13:03:28,N/A
100117,ib,17/02/2020 09:27:53,17/02/2020 09:37:58,N/A
100117,ib,20/02/2020 14:44:15,20/02/2020 14:51:27,N/A
100117,ib,26/02/2020 19:30:27,26/02/2020 19:47:44,N/A
100117,ib,27/02/2020 14:26:20,27/02/2020 14:42:10,N/A
100117,ib,29/02/2020 11:13:57,29/02/2020 11:57:36,N/A
100117,ib,01/03/2020 10:47:31,01/03/2020 11:16:19,N/A
100117,ib,03/03/2020 11:00:56,03/03/2020 11:13:54,N/A
100117,ib,04/03/2020 18:47:53,04/03/2020 19:16:41,N/A
100117,ib,10/03/2020 10:17:34,10/03/2020 10:20:27,N/A
100117,ib,10/03/2020 16:08:46,10/03/2020 16:31:48,N/A
100117,ib,15/03/2020 11:19:15,15/03/2020 11:40:51,N/A
100117,ib,16/03/2020 11:32:49,16/03/2020 11:52:59,N/A
100117,ib,17/03/2020 11:38:25,17/03/2020 11:58:35,N/A
100117,ib,07/04/2020 12:20:07,07/04/2020 12:31:38,N/A
100117,ib,07/04/2020 16:03:45,07/04/2020 16:23:55,N/A
100117,ib,08/04/2020 14:30:26,08/04/2020 14:52:02,N/A
100117,ib,13/04/2020 10:59:54,13/04/2020 11:05:40,N/A
100117,ib,14/04/2020 15:57:16,14/04/2020 16:15:59,N/A
100117,ib,17/04/2020 11:18:09,17/04/2020 11:35:26,N/A
100117,ib,18/04/2020 09:06:30,18/04/2020 09:29:32,N/A
100117,ib,19/04/2020 20:18:01,19/04/2020 20:29:32,N/A
100117,ib,23/04/2020 19:32:59,23/04/2020 19:48:49,N/A
100117,ib,26/04/2020 12:39:44,26/04/2020 12:58:27,N/A
100117,ib,28/04/2020 14:01:14,28/04/2020 14:09:52,N/A
100117,ib,30/04/2020 10:51:35,30/04/2020 11:16:04,N/A
100117,ib,30/04/2020 11:01:39,30/04/2020 11:24:41,N/A
100117,ib,03/05/2020 10:09:56,03/05/2020 10:17:08,N/A
100117,ib,04/05/2020 14:59:33,04/05/2020 15:24:02,N/A
100117,ib,10/05/2020 15:31:49,10/05/2020 15:39:01,N/A
100117,ib,14/05/2020 14:20:22,14/05/2020 14:31:53,N/A
100117,ib,25/05/2020 17:43:41,25/05/2020 17:59:31,N/A
100117,ib,02/06/2020 17:16:34,02/06/2020 17:43:56,N/A
100117,ib,07/06/2020 12:17:48,07/06/2020 12:30:46,N/A
100117,ib,11/06/2020 09:32:44,11/06/2020 10:00:06,N/A
100117,ib,14/06/2020 10:47:28,14/06/2020 11:09:04,N/A
100117,ib,18/06/2020 19:47:57,18/06/2020 20:05:14,N/A
100117,ib,21/06/2020 14:04:01,21/06/2020 14:08:20,N/A
100117,ib,26/06/2020 11:31:28,26/06/2020 11:41:33,N/A
100117,ib,30/06/2020 14:41:52,30/06/2020 15:02:02,N/A
100117,ib,01/07/2020 13:56:25,01/07/2020 14:22:20,N/A
100117,ib,06/07/2020 14:25:55,06/07/2020 14:47:31,N/A
100117,ib,07/07/2020 10:32:12,07/07/2020 10:59:34,N/A
100117,ib,07/07/2020 13:02:13,07/07/2020 13:03:39,N/A
100117,ib,08/07/2020 11:08:01,08/07/2020 11:25:18,N/A
100117,ib,10/07/2020 11:44:03,10/07/2020 11:51:15,N/A
100117,ib,12/07/2020 09:17:03,12/07/2020 09:24:15,N/A
100117,ib,15/07/2020 19:47:26,15/07/2020 20:10:28,N/A
100117,ib,19/07/2020 17:41:30,19/07/2020 17:44:23,N/A
100117,ib,22/07/2020 10:04:18,22/07/2020 10:30:13,N/A
100117,ib,26/07/2020 13:30:00,26/07/2020 13:44:24,N/A
100117,ib,27/07/2020 11:20:16,27/07/2020 11:33:14,N/A
100117,ib,29/07/2020 12:57:45,29/07/2020 13:26:33,N/A
100117,ib,30/07/2020 16:56:18,30/07/2020 17:06:23,N/A
100117,ib,02/08/2020 14:16:12,02/08/2020 14:43:34,N/A
100117,ib,03/08/2020 10:37:33,03/08/2020 10:47:38,N/A
100117,ib,04/08/2020 10:56:32,04/08/2020 11:02:18,N/A
100117,ib,05/08/2020 11:58:58,05/08/2020 12:06:10,N/A
100117,ib,12/08/2020 09:35:32,12/08/2020 09:54:15,N/A
100117,ib,13/08/2020 20:19:08,13/08/2020 20:30:39,N/A
100117,ib,14/08/2020 11:01:47,14/08/2020 11:10:25,N/A
100117,ib,20/08/2020 12:56:40,20/08/2020 13:18:16,N/A
100117,ib,23/08/2020 14:30:43,23/08/2020 14:48:00,N/A
100117,ib,26/08/2020 10:31:11,26/08/2020 10:51:21,N/A
100117,ib,26/08/2020 17:35:06,26/08/2020 17:50:56,N/A
100117,ib,27/08/2020 09:57:28,27/08/2020 10:00:21,N/A
100117,ib,30/08/2020 16:21:54,30/08/2020 16:39:11,N/A
100117,ib,30/08/2020 17:04:47,30/08/2020 17:19:11,N/A
100118,oc,08/11/2019 14:44:36,08/11/2019 15:14:50,1
100118,oc,11/01/2020 09:38:11,11/01/2020 09:39:37,0
100118,oc,12/01/2020 16:20:46,12/01/2020 17:12:36,1
100118,oc,02/02/2020 11:06:29,02/02/2020 11:28:05,0
100118,oc,10/02/2020 16:55:13,10/02/2020 17:21:08,0
100118,oc,05/04/2020 11:16:22,05/04/2020 11:30:46,1
100118,oc,25/05/2020 14:45:32,25/05/2020 15:38:49,1
100118,oc,15/07/2020 16:31:51,15/07/2020 16:46:15,0
100118,oc,30/07/2020 10:30:08,30/07/2020 11:21:58,0
100118,oc,04/08/2020 18:39:40,04/08/2020 19:27:11,1
100118,ic,13/10/2019 14:24:08,13/10/2019 14:25:34,N/A
100118,ic,05/12/2019 13:01:53,05/12/2019 13:13:24,N/A
100118,ic,23/04/2020 11:48:48,23/04/2020 12:27:41,N/A
100118,ic,27/04/2020 17:12:08,27/04/2020 17:27:58,N/A
100118,ic,06/07/2020 13:07:45,06/07/2020 13:35:07,N/A
100118,ib,08/09/2019 14:06:11,08/09/2019 14:34:59,N/A
100118,ib,12/09/2019 11:30:27,12/09/2019 11:41:58,N/A
100118,ib,15/09/2019 17:14:24,15/09/2019 17:15:50,N/A
100118,ib,16/09/2019 11:38:43,16/09/2019 11:57:26,N/A
100118,ib,17/09/2019 14:49:14,17/09/2019 15:00:45,N/A
100118,ib,22/09/2019 14:21:09,22/09/2019 14:38:26,N/A
100118,ib,29/09/2019 20:27:11,29/09/2019 20:45:54,N/A
100118,ib,07/10/2019 13:47:57,07/10/2019 13:49:23,N/A
100118,ib,10/10/2019 19:17:31,10/10/2019 19:26:09,N/A
100118,ib,14/10/2019 11:00:25,14/10/2019 11:19:08,N/A
100118,ib,14/10/2019 16:31:45,14/10/2019 16:49:02,N/A
100118,ib,15/10/2019 18:14:30,15/10/2019 18:31:47,N/A
100118,ib,27/10/2019 08:38:29,27/10/2019 08:44:15,N/A
100118,ib,02/11/2019 11:03:05,02/11/2019 11:17:29,N/A
100118,ib,02/11/2019 12:42:17,02/11/2019 12:50:55,N/A
100118,ib,04/11/2019 09:49:11,04/11/2019 10:06:28,N/A
100118,ib,05/11/2019 11:21:57,05/11/2019 11:24:50,N/A
100118,ib,07/11/2019 12:43:54,07/11/2019 13:12:42,N/A
100118,ib,10/11/2019 14:22:55,10/11/2019 14:45:57,N/A
100118,ib,13/11/2019 13:11:56,13/11/2019 13:33:32,N/A
100118,ib,15/11/2019 13:40:41,15/11/2019 14:09:29,N/A
100118,ib,19/11/2019 18:25:15,19/11/2019 18:38:13,N/A
100118,ib,23/11/2019 14:21:26,23/11/2019 14:28:38,N/A
100118,ib,25/11/2019 11:33:39,25/11/2019 11:36:32,N/A
100118,ib,28/11/2019 09:03:36,28/11/2019 09:32:24,N/A
100118,ib,30/11/2019 19:57:23,30/11/2019 19:58:49,N/A
100118,ib,01/12/2019 17:14:59,01/12/2019 17:43:47,N/A
100118,ib,02/12/2019 10:28:52,02/12/2019 10:43:16,N/A
100118,ib,04/12/2019 13:43:51,04/12/2019 13:58:15,N/A
100118,ib,04/12/2019 16:40:29,04/12/2019 17:07:51,N/A
100118,ib,04/12/2019 18:23:43,04/12/2019 18:38:07,N/A
100118,ib,05/12/2019 10:17:24,05/12/2019 10:44:46,N/A
100118,ib,08/12/2019 10:33:06,08/12/2019 10:41:44,N/A
100118,ib,10/12/2019 18:15:59,10/12/2019 18:20:18,N/A
100118,ib,15/12/2019 12:44:06,15/12/2019 12:45:32,N/A
100118,ib,19/12/2019 14:47:28,19/12/2019 15:07:38,N/A
100118,ib,22/12/2019 10:50:05,22/12/2019 11:16:00,N/A
100118,ib,23/12/2019 17:18:21,23/12/2019 17:44:16,N/A
100118,ib,26/12/2019 10:33:41,26/12/2019 10:56:43,N/A
100118,ib,29/12/2019 10:10:31,29/12/2019 10:22:02,N/A
100118,ib,29/12/2019 14:31:38,29/12/2019 14:38:50,N/A
100118,ib,01/01/2020 12:48:17,01/01/2020 13:17:05,N/A
100118,ib,04/01/2020 11:34:35,04/01/2020 11:53:18,N/A
100118,ib,05/01/2020 14:10:19,05/01/2020 14:33:21,N/A
100118,ib,10/01/2020 11:06:30,10/01/2020 11:26:40,N/A
100118,ib,15/01/2020 14:06:44,15/01/2020 14:34:06,N/A
100118,ib,20/01/2020 17:51:00,20/01/2020 18:08:17,N/A
100118,ib,26/01/2020 17:01:06,26/01/2020 17:16:56,N/A
100118,ib,02/02/2020 12:44:45,02/02/2020 13:03:28,N/A
100118,ib,17/02/2020 09:27:53,17/02/2020 09:37:58,N/A
100118,ib,20/02/2020 14:44:15,20/02/2020 14:51:27,N/A
100118,ib,26/02/2020 19:30:27,26/02/2020 19:47:44,N/A
100118,ib,27/02/2020 14:26:20,27/02/2020 14:42:10,N/A
100118,ib,29/02/2020 11:13:57,29/02/2020 11:57:36,N/A
100118,ib,01/03/2020 10:47:31,01/03/2020 11:16:19,N/A
100118,ib,03/03/2020 11:00:56,03/03/2020 11:13:54,N/A
100118,ib,04/03/2020 18:47:53,04/03/2020 19:16:41,N/A
100118,ib,10/03/2020 10:17:34,10/03/2020 10:20:27,N/A
100118,ib,10/03/2020 16:08:46,10/03/2020 16:31:48,N/A
100118,ib,15/03/2020 11:19:15,15/03/2020 11:40:51,N/A
100118,ib,16/03/2020 11:32:49,16/03/2020 11:52:59,N/A
100118,ib,17/03/2020 11:38:25,17/03/2020 11:58:35,N/A
100118,ib,07/04/2020 12:20:07,07/04/2020 12:31:38,N/A
100118,ib,07/04/2020 16:03:45,07/04/2020 16:23:55,N/A
100118,ib,08/04/2020 14:30:26,08/04/2020 14:52:02,N/A
100118,ib,13/04/2020 10:59:54,13/04/2020 11:05:40,N/A
100118,ib,14/04/2020 15:57:16,14/04/2020 16:15:59,N/A
100118,ib,17/04/2020 11:18:09,17/04/2020 11:35:26,N/A
100118,ib,18/04/2020 09:06:30,18/04/2020 09:29:32,N/A
100118,ib,19/04/2020 20:18:01,19/04/2020 20:29:32,N/A
100118,ib,23/04/2020 19:32:59,23/04/2020 19:48:49,N/A
100118,ib,26/04/2020 12:39:44,26/04/2020 12:58:27,N/A
100118,ib,28/04/2020 14:01:14,28/04/2020 14:09:52,N/A
100118,ib,30/04/2020 10:51:35,30/04/2020 11:16:04,N/A
100118,ib,30/04/2020 11:01:39,30/04/2020 11:24:41,N/A
100118,ib,03/05/2020 10:09:56,03/05/2020 10:17:08,N/A
100118,ib,04/05/2020 14:59:33,04/05/2020 15:24:02,N/A
100118,ib,10/05/2020 15:31:49,10/05/2020 15:39:01,N/A
100118,ib,14/05/2020 14:20:22,14/05/2020 14:31:53,N/A
100118,ib,25/05/2020 17:43:41,25/05/2020 17:59:31,N/A
100118,ib,02/06/2020 17:16:34,02/06/2020 17:43:56,N/A
100118,ib,07/06/2020 12:17:48,07/06/2020 12:30:46,N/A
100118,ib,11/06/2020 09:32:44,11/06/2020 10:00:06,N/A
100118,ib,14/06/2020 10:47:28,14/06/2020 11:09:04,N/A
100118,ib,18/06/2020 19:47:57,18/06/2020 20:05:14,N/A
100118,ib,21/06/2020 14:04:01,21/06/2020 14:08:20,N/A
100118,ib,26/06/2020 11:31:28,26/06/2020 11:41:33,N/A
100118,ib,30/06/2020 14:41:52,30/06/2020 15:02:02,N/A
100118,ib,01/07/2020 13:56:25,01/07/2020 14:22:20,N/A
100118,ib,06/07/2020 14:25:55,06/07/2020 14:47:31,N/A
100118,ib,07/07/2020 10:32:12,07/07/2020 10:59:34,N/A
100118,ib,07/07/2020 13:02:13,07/07/2020 13:03:39,N/A
100118,ib,08/07/2020 11:08:01,08/07/2020 11:25:18,N/A
100118,ib,10/07/2020 11:44:03,10/07/2020 11:51:15,N/A
100118,ib,12/07/2020 09:17:03,12/07/2020 09:24:15,N/A
100118,ib,15/07/2020 19:47:26,15/07/2020 20:10:28,N/A
100118,ib,19/07/2020 17:41:30,19/07/2020 17:44:23,N/A
100118,ib,22/07/2020 10:04:18,22/07/2020 10:30:13,N/A
100118,ib,26/07/2020 13:30:00,26/07/2020 13:44:24,N/A
100118,ib,27/07/2020 11:20:16,27/07/2020 11:33:14,N/A
100118,ib,29/07/2020 12:57:45,29/07/2020 13:26:33,N/A
100118,ib,30/07/2020 16:56:18,30/07/2020 17:06:23,N/A
100118,ib,02/08/2020 14:16:12,02/08/2020 14:43:34,N/A
100118,ib,03/08/2020 10:37:33,03/08/2020 10:47:38,N/A
100118,ib,04/08/2020 10:56:32,04/08/2020 11:02:18,N/A
100118,ib,05/08/2020 11:58:58,05/08/2020 12:06:10,N/A
100118,ib,12/08/2020 09:35:32,12/08/2020 09:54:15,N/A
100118,ib,13/08/2020 20:19:08,13/08/2020 20:30:39,N/A
100118,ib,14/08/2020 11:01:47,14/08/2020 11:10:25,N/A
100118,ib,20/08/2020 12:56:40,20/08/2020 13:18:16,N/A
100118,ib,23/08/2020 14:30:43,23/08/2020 14:48:00,N/A
100118,ib,26/08/2020 10:31:11,26/08/2020 10:51:21,N/A
100118,ib,26/08/2020 17:35:06,26/08/2020 17:50:56,N/A
100118,ib,27/08/2020 09:57:28,27/08/2020 10:00:21,N/A
100118,ib,30/08/2020 16:21:54,30/08/2020 16:39:11,N/A
100118,ib,30/08/2020 17:04:47,30/08/2020 17:19:11,N/A
100119,oc,08/11/2019 14:44:36,08/11/2019 15:14:50,1
100119,oc,11/01/2020 09:38:11,11/01/2020 09:39:37,0
100119,oc,12/01/2020 16:20:46,12/01/2020 17:12:36,1
100119,oc,02/02/2020 11:06:29,02/02/2020 11:28:05,0
100119,oc,10/02/2020 16:55:13,10/02/2020 17:21:08,0
100119,oc,05/04/2020 11:16:22,05/04/2020 11:30:46,1
100119,oc,25/05/2020 14:45:32,25/05/2020 15:38:49,1
100119,oc,15/07/2020 16:31:51,15/07/2020 16:46:15,0
100119,oc,30/07/2020 10:30:08,30/07/2020 11:21:58,0
100119,oc,04/08/2020 18:39:40,04/08/2020 19:27:11,1
100119,ic,13/10/2019 14:24:08,13/10/2019 14:25:34,N/A
100119,ic,05/12/2019 13:01:53,05/12/2019 13:13:24,N/A
100119,ic,23/04/2020 11:48:48,23/04/2020 12:27:41,N/A
100119,ic,27/04/2020 17:12:08,27/04/2020 17:27:58,N/A
100119,ic,06/07/2020 13:07:45,06/07/2020 13:35:07,N/A
100119,ib,08/09/2019 14:06:11,08/09/2019 14:34:59,N/A
100119,ib,12/09/2019 11:30:27,12/09/2019 11:41:58,N/A
100119,ib,15/09/2019 17:14:24,15/09/2019 17:15:50,N/A
100119,ib,16/09/2019 11:38:43,16/09/2019 11:57:26,N/A
100119,ib,17/09/2019 14:49:14,17/09/2019 15:00:45,N/A
100119,ib,22/09/2019 14:21:09,22/09/2019 14:38:26,N/A
100119,ib,29/09/2019 20:27:11,29/09/2019 20:45:54,N/A
100119,ib,07/10/2019 13:47:57,07/10/2019 13:49:23,N/A
100119,ib,10/10/2019 19:17:31,10/10/2019 19:26:09,N/A
100119,ib,14/10/2019 11:00:25,14/10/2019 11:19:08,N/A
100119,ib,14/10/2019 16:31:45,14/10/2019 16:49:02,N/A
100119,ib,15/10/2019 18:14:30,15/10/2019 18:31:47,N/A
100119,ib,27/10/2019 08:38:29,27/10/2019 08:44:15,N/A
100119,ib,02/11/2019 11:03:05,02/11/2019 11:17:29,N/A
100119,ib,02/11/2019 12:42:17,02/11/2019 12:50:55,N/A
100119,ib,04/11/2019 09:49:11,04/11/2019 10:06:28,N/A
100119,ib,05/11/2019 11:21:57,05/11/2019 11:24:50,N/A
100119,ib,07/11/2019 12:43:54,07/11/2019 13:12:42,N/A
100119,ib,10/11/2019 14:22:55,10/11/2019 14:45:57,N/A
100119,ib,13/11/2019 13:11:56,13/11/2019 13:33:32,N/A
100119,ib,15/11/2019 13:40:41,15/11/2019 14:09:29,N/A
100119,ib,19/11/2019 18:25:15,19/11/2019 18:38:13,N/A
100119,ib,23/11/2019 14:21:26,23/11/2019 14:28:38,N/A
100119,ib,25/11/2019 11:33:39,25/11/2019 11:36:32,N/A
100119,ib,28/11/2019 09:03:36,28/11/2019 09:32:24,N/A
100119,ib,30/11/2019 19:57:23,30/11/2019 19:58:49,N/A
100119,ib,01/12/2019 17:14:59,01/12/2019 17:43:47,N/A
100119,ib,02/12/2019 10:28:52,02/12/2019 10:43:16,N/A
100119,ib,04/12/2019 13:43:51,04/12/2019 13:58:15,N/A
100119,ib,04/12/2019 16:40:29,04/12/2019 17:07:51,N/A
100119,ib,04/12/2019 18:23:43,04/12/2019 18:38:07,N/A
100119,ib,05/12/2019 10:17:24,05/12/2019 10:44:46,N/A
100119,ib,08/12/2019 10:33:06,08/12/2019 10:41:44,N/A
100119,ib,10/12/2019 18:15:59,10/12/2019 18:20:18,N/A
100119,ib,15/12/2019 12:44:06,15/12/2019 12:45:32,N/A
100119,ib,19/12/2019 14:47:28,19/12/2019 15:07:38,N/A
100119,ib,22/12/2019 10:50:05,22/12/2019 11:16:00,N/A
100119,ib,23/12/2019 17:18:21,23/12/2019 17:44:16,N/A
100119,ib,26/12/2019 10:33:41,26/12/2019 10:56:43,N/A
100119,ib,29/12/2019 10:10:31,29/12/2019 10:22:02,N/A
